[--] ----------------------------------------------
[--] CANreal Save Frames Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\Pi\Desktop\CySkinDLL\CAN_packets.csplog
[F2] Split file series:       	CAN_packets.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	2093
[F7] File date:               	26.11.2016
[F8] File time:               	07:33:07
[S1] Hardware:                	1000
[S2] Driver:                  	2609
[S3] Firmware:                	1100
[S5] dll:                     	4808
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 7 Service Pack 1 (6,1,7601,2,[Service Pack 1])
[S9] CANreal:                 	8.23
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[SC] Controller:              	LPC,60.0 MHz
[SD] Board serial:            	HI005033
[C1] Net number:              	0
[C2] Baud:                    	1000
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[C6] Baud details:            	1000.00 kBit/s+0.00% Table-Index[0],TSEG[17/3],SJW[0],FLAGS[0 hex]
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
        2569	    	07:31:56	692.752	          0.125		       513	       201	      	  8	26	2B	28	EA	26	FD	27	E2	&+(Í&˝'‚	
        2570	    	07:31:56	692.866	          0.114		       513	       201	      	  8	27	AD	25	64	25	CA	28	88	'≠%d% (à	
        2571	    	07:31:56	692.981	          0.115		       513	       201	      	  8	24	2A	27	59	B2	9D	26	2F	$*'Y≤ù&/	
        2572	    	07:31:56	693.103	          0.122		       513	       201	      	  8	26	2C	28	B5	27	3D	27	47	&,(µ'='G	
        2573	    	07:31:56	693.209	          0.106		       513	       201	      	  8	27	9D	28	70	25	49	26	63	'ù(p%I&c	
        2574	    	07:31:56	693.326	          0.117		       513	       201	      	  8	27	D8	26	E2	B2	71	26	88	'ÿ&‚≤q&à	
        2575	    	07:31:56	693.451	          0.125		       513	       201	      	  8	26	E2	29	43	29	E9	27	B0	&‚)C)È'∞	
        2576	    	07:31:56	693.556	          0.105		      1025	       401	      	  7	27	65	28	92	28	6D	DC	  	'e(í(m‹ 	
        2577	    	07:31:56	693.671	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        2578	    	07:31:56	693.785	          0.114		       513	       201	      	  8	27	3B	B1	85	25	44	25	E0	';±Ö%D%‡	
        2579	    	07:31:56	693.899	          0.114		       513	       201	      	  8	28	AC	29	C5	27	4C	27	99	(¨)≈'L'ô	
        2580	    	07:31:56	694.015	          0.116		       513	       201	      	  8	28	E0	28	08	26	4D	27	71	(‡(_&M'q	
        2581	    	07:31:56	694.104	          0.089		      1025	       401	      	  3	29	9B	84	  	  	  	  	  	)õÑ     	
        2582	    	07:31:56	740.844	         46.740		       257	       101	      	  8	43	BC	00	00	B3	0D	28	86	Cº__≥_(Ü	
        2583	    	07:31:56	740.995	          0.151		       513	       201	      	  8	28	08	27	60	27	64	29	0B	(_'`'d)_	
        2584	    	07:31:56	741.094	          0.099		       513	       201	      	  8	26	16	27	02	26	BE	26	D4	&_'_&æ&‘	
        2585	    	07:31:56	741.210	          0.116		       513	       201	      	  8	28	56	28	6E	B2	FA	27	80	(V(n≤˙'Ä	
        2586	    	07:31:56	741.325	          0.115		       513	       201	      	  8	27	2E	26	B8	26	B8	28	ED	'.&∏&∏(Ì	
        2587	    	07:31:56	741.450	          0.125		       513	       201	      	  8	25	D5	26	D0	26	52	26	84	%’&–&R&Ñ	
        2588	    	07:31:56	741.564	          0.114		       513	       201	      	  8	28	66	27	E8	AD	E3	28	86	(f'Ë≠„(Ü	
        2589	    	07:31:56	741.678	          0.114		       513	       201	      	  8	26	FA	2A	5E	28	95	27	AB	&˙*^(ï'´	
        2590	    	07:31:56	741.795	          0.117		       513	       201	      	  8	27	C1	25	7E	25	2B	26	01	'¡%~%+&_	
        2591	    	07:31:56	741.911	          0.116		       513	       201	      	  8	27	73	30	C0	B2	BC	26	C1	's0¿≤º&¡	
        2592	    	07:31:56	742.053	          0.142		       513	       201	      	  8	26	F2	29	03	29	C7	27	DD	&Ú)_)«'›	
        2593	    	07:31:56	742.166	          0.113		       513	       201	      	  8	27	A9	25	5B	24	43	28	73	'©%[$C(s	
        2594	    	07:31:56	742.281	          0.115		       513	       201	      	  8	27	A7	26	DB	AE	88	28	93	'ß&€Æà(ì	
        2595	    	07:31:56	742.397	          0.116		       513	       201	      	  8	27	5D	2A	B9	29	00	28	27	']*π)_('	
        2596	    	07:31:56	742.513	          0.116		       513	       201	      	  8	28	37	26	CA	26	2D	26	0A	(7& &-&_	
        2597	    	07:31:56	742.652	          0.139		       513	       201	      	  8	27	73	2F	F3	B2	9B	26	FD	's/Û≤õ&˝	
        2598	    	07:31:56	742.779	          0.127		       513	       201	      	  8	26	2A	28	EA	26	FB	27	E1	&*(Í&˚'·	
        2599	    	07:31:56	742.882	          0.103		       513	       201	      	  8	27	AC	25	64	25	CB	28	88	'¨%d%À(à	
        2600	    	07:31:56	742.995	          0.113		       513	       201	      	  8	24	2B	27	5A	B2	9E	26	36	$+'Z≤û&6	
        2601	    	07:31:56	743.108	          0.113		       513	       201	      	  8	26	29	28	B6	27	3D	27	47	&)(∂'='G	
        2602	    	07:31:56	743.230	          0.122		       513	       201	      	  8	27	9D	28	71	25	4A	26	64	'ù(q%J&d	
        2603	    	07:31:56	743.355	          0.125		       513	       201	      	  8	27	DA	26	E2	B2	70	26	88	'⁄&‚≤p&à	
        2604	    	07:31:56	743.466	          0.111		       513	       201	      	  8	26	E2	29	42	29	E8	27	B1	&‚)B)Ë'±	
        2605	    	07:31:56	743.571	          0.105		      1025	       401	      	  7	27	64	28	92	28	6D	5F	  	'd(í(m_ 	
        2606	    	07:31:56	743.686	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        2607	    	07:31:56	743.804	          0.118		       513	       201	      	  8	27	3B	B1	82	25	41	25	DF	';±Ç%A%ﬂ	
        2608	    	07:31:56	743.919	          0.115		       513	       201	      	  8	28	A8	29	CD	27	63	27	A8	(®)Õ'c'®	
        2609	    	07:31:56	744.051	          0.132		       513	       201	      	  8	28	EE	28	0B	26	4D	27	70	(Ó(_&M'p	
        2610	    	07:31:56	744.149	          0.098		      1025	       401	      	  3	29	9C	D1	  	  	  	  	  	)ú—     	
        2611	    	07:31:56	790.845	         46.696		       257	       101	      	  8	43	BC	00	00	B3	0B	28	89	Cº__≥_(â	
        2612	    	07:31:56	790.996	          0.151		       513	       201	      	  8	28	07	27	5F	27	63	29	0A	(_'_'c)_	
        2613	    	07:31:56	791.092	          0.096		       513	       201	      	  8	26	16	27	04	26	BF	26	D4	&_'_&ø&‘	
        2614	    	07:31:56	791.209	          0.117		       513	       201	      	  8	28	57	28	6E	B2	F9	27	7F	(W(n≤˘'	
        2615	    	07:31:56	791.325	          0.116		       513	       201	      	  8	27	2D	26	B8	26	B8	28	EE	'-&∏&∏(Ó	
        2616	    	07:31:56	791.448	          0.123		       513	       201	      	  8	25	D5	26	CF	26	52	26	84	%’&œ&R&Ñ	
        2617	    	07:31:56	791.562	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E2	28	87	(f'Á≠‚(á	
        2618	    	07:31:56	791.677	          0.115		       513	       201	      	  8	26	F9	2A	5E	28	95	27	AB	&˘*^(ï'´	
        2619	    	07:31:56	791.797	          0.120		       513	       201	      	  8	27	C0	25	80	25	2B	26	03	'¿%Ä%+&_	
        2620	    	07:31:56	791.913	          0.116		       513	       201	      	  8	27	74	30	BF	B2	BE	26	C0	't0ø≤æ&¿	
        2621	    	07:31:56	792.050	          0.137		       513	       201	      	  8	26	F1	29	03	29	C8	27	DD	&Ò)_)»'›	
        2622	    	07:31:56	792.163	          0.113		       513	       201	      	  8	27	AA	25	57	24	43	28	71	'™%W$C(q	
        2623	    	07:31:56	792.277	          0.114		       513	       201	      	  8	27	A5	26	D7	AE	8B	28	95	'•&◊Æã(ï	
        2624	    	07:31:56	792.393	          0.116		       513	       201	      	  8	27	5C	2A	BA	29	00	28	27	'\*∫)_('	
        2625	    	07:31:56	792.508	          0.115		       513	       201	      	  8	28	37	26	C6	26	2D	26	09	(7&∆&-&_	
        2626	    	07:31:56	792.623	          0.115		       513	       201	      	  8	27	72	2F	EE	B2	9B	26	FD	'r/Ó≤õ&˝	
        2627	    	07:31:56	792.749	          0.126		       513	       201	      	  8	26	2A	28	EA	26	F6	27	D8	&*(Í&ˆ'ÿ	
        2628	    	07:31:56	792.862	          0.113		       513	       201	      	  8	27	A4	25	5D	25	C9	28	86	'§%]%…(Ü	
        2629	    	07:31:56	792.982	          0.120		       513	       201	      	  8	24	2B	27	59	B2	9F	26	33	$+'Y≤ü&3	
        2630	    	07:31:56	793.089	          0.107		       513	       201	      	  8	26	2B	28	B5	27	39	27	44	&+(µ'9'D	
        2631	    	07:31:56	793.204	          0.115		       513	       201	      	  8	27	9C	28	70	25	49	26	62	'ú(p%I&b	
        2632	    	07:31:56	793.319	          0.115		       513	       201	      	  8	27	D9	26	E2	B2	70	26	87	'Ÿ&‚≤p&á	
        2633	    	07:31:56	793.449	          0.130		       513	       201	      	  8	26	E3	29	43	29	E8	27	B0	&„)C)Ë'∞	
        2634	    	07:31:56	793.554	          0.105		      1025	       401	      	  7	27	64	28	92	28	6D	5F	  	'd(í(m_ 	
        2635	    	07:31:56	793.669	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        2636	    	07:31:56	793.783	          0.114		       513	       201	      	  8	27	3B	B1	81	25	42	25	DE	';±Å%B%ﬁ	
        2637	    	07:31:56	793.898	          0.115		       513	       201	      	  8	28	AC	29	C8	27	5D	27	91	(¨)»']'ë	
        2638	    	07:31:56	794.012	          0.114		       513	       201	      	  8	28	E1	28	09	26	4D	27	6F	(·(_&M'o	
        2639	    	07:31:56	794.107	          0.095		      1025	       401	      	  3	29	9B	82	  	  	  	  	  	)õÇ     	
        2640	    	07:31:56	840.845	         46.738		       257	       101	      	  8	43	BC	00	00	B3	0C	28	89	Cº__≥_(â	
        2641	    	07:31:56	840.975	          0.130		       513	       201	      	  8	28	08	27	5F	27	63	29	0B	(_'_'c)_	
        2642	    	07:31:56	841.090	          0.115		       513	       201	      	  8	26	14	27	05	26	BF	26	D5	&_'_&ø&’	
        2643	    	07:31:56	841.205	          0.115		       513	       201	      	  8	28	56	28	6E	B2	FA	27	7F	(V(n≤˙'	
        2644	    	07:31:56	841.321	          0.116		       513	       201	      	  8	27	2E	26	B8	26	B9	28	ED	'.&∏&π(Ì	
        2645	    	07:31:56	841.446	          0.125		       513	       201	      	  8	25	D5	26	CF	26	52	26	84	%’&œ&R&Ñ	
        2646	    	07:31:56	841.560	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E2	28	87	(f'Á≠‚(á	
        2647	    	07:31:56	841.676	          0.116		       513	       201	      	  8	26	FA	2A	5E	28	96	27	AB	&˙*^(ñ'´	
        2648	    	07:31:56	841.793	          0.117		       513	       201	      	  8	27	C0	25	81	25	2C	26	02	'¿%Å%,&_	
        2649	    	07:31:56	841.907	          0.114		       513	       201	      	  8	27	73	30	BD	B2	C0	26	CB	's0Ω≤¿&À	
        2650	    	07:31:56	842.022	          0.115		       513	       201	      	  8	26	E2	28	FA	29	C4	27	DC	&‚(˙)ƒ'‹	
        2651	    	07:31:56	842.149	          0.127		       513	       201	      	  8	27	AB	25	58	24	40	28	6D	'´%X$@(m	
        2652	    	07:31:56	842.262	          0.113		       513	       201	      	  8	27	A1	26	D3	AE	89	28	93	'°&”Æâ(ì	
        2653	    	07:31:56	842.380	          0.118		       513	       201	      	  8	27	5D	2A	B8	28	FF	28	27	']*∏(ˇ('	
        2654	    	07:31:56	842.495	          0.115		       513	       201	      	  8	28	37	26	CB	26	2D	26	0A	(7&À&-&_	
        2655	    	07:31:56	842.611	          0.116		       513	       201	      	  8	27	72	2F	F3	B2	9A	26	FD	'r/Û≤ö&˝	
        2656	    	07:31:56	842.748	          0.137		       513	       201	      	  8	26	29	28	E7	26	F3	27	DA	&)(Á&Û'⁄	
        2657	    	07:31:56	842.863	          0.115		       513	       201	      	  8	27	AA	25	6A	25	CB	28	88	'™%j%À(à	
        2658	    	07:31:56	842.984	          0.121		       513	       201	      	  8	24	2E	27	5B	B2	9D	26	2D	$.'[≤ù&-	
        2659	    	07:31:56	843.091	          0.107		       513	       201	      	  8	26	23	28	AA	27	34	27	45	&#(™'4'E	
        2660	    	07:31:56	843.205	          0.114		       513	       201	      	  8	27	9C	28	71	25	4C	26	65	'ú(q%L&e	
        2661	    	07:31:56	843.321	          0.116		       513	       201	      	  8	27	DC	26	E3	B2	70	26	88	'‹&„≤p&à	
        2662	    	07:31:56	843.447	          0.126		       513	       201	      	  8	26	E2	29	43	29	E9	27	B0	&‚)C)È'∞	
        2663	    	07:31:56	843.553	          0.106		      1025	       401	      	  7	27	65	28	92	28	6D	30	  	'e(í(m0 	
        2664	    	07:31:56	843.668	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        2665	    	07:31:56	843.782	          0.114		       513	       201	      	  8	27	3B	B1	82	25	44	25	DE	';±Ç%D%ﬁ	
        2666	    	07:31:56	843.942	          0.160		       513	       201	      	  8	28	A6	29	CD	27	5E	27	A7	(¶)Õ'^'ß	
        2667	    	07:31:56	844.017	          0.075		       513	       201	      	  8	28	E1	28	0B	26	4A	27	6B	(·(_&J'k	
        2668	    	07:31:56	844.109	          0.092		      1025	       401	      	  3	29	98	0E	  	  	  	  	  	)ò_     	
        2669	    	07:31:56	890.843	         46.734		       257	       101	      	  8	43	BC	00	00	B3	0C	28	87	Cº__≥_(á	
        2670	    	07:31:56	890.974	          0.131		       513	       201	      	  8	28	08	27	60	27	64	29	0B	(_'`'d)_	
        2671	    	07:31:56	891.090	          0.116		       513	       201	      	  8	26	16	27	05	26	BE	26	D5	&_'_&æ&’	
        2672	    	07:31:56	891.207	          0.117		       513	       201	      	  8	28	56	28	6E	B2	F9	27	80	(V(n≤˘'Ä	
        2673	    	07:31:56	891.321	          0.114		       513	       201	      	  8	27	2D	26	B7	26	B8	28	EE	'-&∑&∏(Ó	
        2674	    	07:31:56	891.447	          0.126		       513	       201	      	  8	25	D4	26	D0	26	52	26	84	%‘&–&R&Ñ	
        2675	    	07:31:56	891.561	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E2	28	87	(f'Á≠‚(á	
        2676	    	07:31:56	891.676	          0.115		       513	       201	      	  8	26	F8	2A	5E	28	96	27	AB	&¯*^(ñ'´	
        2677	    	07:31:56	891.792	          0.116		       513	       201	      	  8	27	BE	25	80	25	2B	26	01	'æ%Ä%+&_	
        2678	    	07:31:56	891.908	          0.116		       513	       201	      	  8	27	73	30	C4	B2	BF	26	D4	's0ƒ≤ø&‘	
        2679	    	07:31:56	892.051	          0.143		       513	       201	      	  8	26	F0	29	03	29	C4	27	D9	&)_)ƒ'Ÿ	
        2680	    	07:31:56	892.167	          0.116		       513	       201	      	  8	27	A8	25	59	24	40	28	6F	'®%Y$@(o	
        2681	    	07:31:56	892.280	          0.113		       513	       201	      	  8	27	A6	26	D8	AE	89	28	94	'¶&ÿÆâ(î	
        2682	    	07:31:56	892.397	          0.117		       513	       201	      	  8	27	5D	2A	B8	29	00	28	27	']*∏)_('	
        2683	    	07:31:56	892.513	          0.116		       513	       201	      	  8	28	36	26	CA	26	2B	26	0A	(6& &+&_	
        2684	    	07:31:56	892.646	          0.133		       513	       201	      	  8	27	71	2F	EE	B2	9C	26	FE	'q/Ó≤ú&˛	
        2685	    	07:31:56	892.761	          0.115		       513	       201	      	  8	26	2B	28	E8	26	F1	27	DB	&+(Ë&Ò'€	
        2686	    	07:31:56	892.877	          0.116		       513	       201	      	  8	27	AF	25	6A	25	CB	28	89	'Ø%j%À(â	
        2687	    	07:31:56	892.991	          0.114		       513	       201	      	  8	24	2E	27	5C	B2	9D	26	36	$.'\≤ù&6	
        2688	    	07:31:56	893.111	          0.120		       513	       201	      	  8	26	2D	28	B3	27	34	27	46	&-(≥'4'F	
        2689	    	07:31:56	893.217	          0.106		       513	       201	      	  8	27	9D	28	72	25	4B	26	66	'ù(r%K&f	
        2690	    	07:31:56	893.348	          0.131		       513	       201	      	  8	27	DC	26	E3	B2	70	26	88	'‹&„≤p&à	
        2691	    	07:31:56	893.463	          0.115		       513	       201	      	  8	26	E3	29	44	29	E8	27	B1	&„)D)Ë'±	
        2692	    	07:31:56	893.567	          0.104		      1025	       401	      	  7	27	65	28	92	28	6D	85	  	'e(í(mÖ 	
        2693	    	07:31:56	893.682	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        2694	    	07:31:56	893.797	          0.115		       513	       201	      	  8	27	3B	B1	81	25	44	25	E2	';±Å%D%‚	
        2695	    	07:31:56	893.911	          0.114		       513	       201	      	  8	28	AB	29	CC	27	62	27	98	(´)Ã'b'ò	
        2696	    	07:31:56	894.049	          0.138		       513	       201	      	  8	28	E6	28	08	26	4A	27	70	(Ê(_&J'p	
        2697	    	07:31:56	894.122	          0.073		      1025	       401	      	  3	29	9B	96	  	  	  	  	  	)õñ     	
        2698	    	07:31:56	940.841	         46.719		       257	       101	      	  8	43	BC	00	00	B3	0C	28	86	Cº__≥_(Ü	
        2699	    	07:31:56	940.974	          0.133		       513	       201	      	  8	28	08	27	5F	27	63	29	0A	(_'_'c)_	
        2700	    	07:31:56	941.089	          0.115		       513	       201	      	  8	26	15	27	05	26	BE	26	D5	&_'_&æ&’	
        2701	    	07:31:56	941.205	          0.116		       513	       201	      	  8	28	56	28	6E	B2	F9	27	7F	(V(n≤˘'	
        2702	    	07:31:56	941.322	          0.117		       513	       201	      	  8	27	2E	26	B8	26	B9	28	ED	'.&∏&π(Ì	
        2703	    	07:31:56	941.446	          0.124		       513	       201	      	  8	25	D4	26	D0	26	52	26	84	%‘&–&R&Ñ	
        2704	    	07:31:56	941.561	          0.115		       513	       201	      	  8	28	67	27	E8	AD	E0	28	87	(g'Ë≠‡(á	
        2705	    	07:31:56	941.676	          0.115		       513	       201	      	  8	26	F9	2A	5E	28	97	27	AB	&˘*^(ó'´	
        2706	    	07:31:56	941.793	          0.117		       513	       201	      	  8	27	BF	25	7F	25	2B	26	04	'ø%%+&_	
        2707	    	07:31:56	941.907	          0.114		       513	       201	      	  8	27	74	30	C2	B2	C1	26	D1	't0¬≤¡&—	
        2708	    	07:31:56	942.046	          0.139		       513	       201	      	  8	26	EC	29	02	29	B4	27	D7	&Ï)_)¥'◊	
        2709	    	07:31:56	942.159	          0.113		       513	       201	      	  8	27	A6	25	5A	24	44	28	71	'¶%Z$D(q	
        2710	    	07:31:56	942.274	          0.115		       513	       201	      	  8	27	A8	26	DD	AE	8A	28	94	'®&›Æä(î	
        2711	    	07:31:56	942.396	          0.122		       513	       201	      	  8	27	5C	2A	B8	29	00	28	27	'\*∏)_('	
        2712	    	07:31:56	942.527	          0.131		       513	       201	      	  8	28	37	26	C8	26	2C	26	06	(7&»&,&_	
        2713	    	07:31:56	942.622	          0.095		       513	       201	      	  8	27	71	2F	F2	B2	9C	26	FC	'q/Ú≤ú&¸	
        2714	    	07:31:56	942.748	          0.126		       513	       201	      	  8	26	29	28	E9	26	F8	27	DD	&)(È&¯'›	
        2715	    	07:31:56	942.862	          0.114		       513	       201	      	  8	27	AC	25	68	25	CA	28	88	'¨%h% (à	
        2716	    	07:31:56	942.976	          0.114		       513	       201	      	  8	24	2C	27	5A	B2	9D	26	2F	$,'Z≤ù&/	
        2717	    	07:31:56	943.089	          0.113		       513	       201	      	  8	26	26	28	AE	27	37	27	45	&&(Æ'7'E	
        2718	    	07:31:56	943.204	          0.115		       513	       201	      	  8	27	9C	28	71	25	49	26	64	'ú(q%I&d	
        2719	    	07:31:56	943.319	          0.115		       513	       201	      	  8	27	DA	26	E1	B2	71	26	88	'⁄&·≤q&à	
        2720	    	07:31:56	943.446	          0.127		       513	       201	      	  8	26	E3	29	43	29	E8	27	B1	&„)C)Ë'±	
        2721	    	07:31:56	943.551	          0.105		      1025	       401	      	  7	27	65	28	92	28	6C	C7	  	'e(í(l« 	
        2722	    	07:31:56	943.666	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        2723	    	07:31:56	943.786	          0.120		       513	       201	      	  8	27	3B	B1	84	25	45	25	E0	';±Ñ%E%‡	
        2724	    	07:31:56	943.905	          0.119		       513	       201	      	  8	28	AC	29	C1	27	50	27	91	(¨)¡'P'ë	
        2725	    	07:31:56	944.011	          0.106		       513	       201	      	  8	28	E1	28	0F	26	4C	27	6E	(·(_&L'n	
        2726	    	07:31:56	944.099	          0.088		      1025	       401	      	  3	29	9C	BE	  	  	  	  	  	)úæ     	
        2727	    	07:31:56	990.841	         46.742		       257	       101	      	  8	43	BC	00	00	B3	0B	28	87	Cº__≥_(á	
        2728	    	07:31:56	990.972	          0.131		       513	       201	      	  8	28	08	27	5F	27	64	29	0B	(_'_'d)_	
        2729	    	07:31:56	991.088	          0.116		       513	       201	      	  8	26	17	27	05	26	BE	26	D5	&_'_&æ&’	
        2730	    	07:31:56	991.206	          0.118		       513	       201	      	  8	28	56	28	6E	B2	F8	27	7F	(V(n≤¯'	
        2731	    	07:31:56	991.320	          0.114		       513	       201	      	  8	27	2D	26	B7	26	B8	28	EE	'-&∑&∏(Ó	
        2732	    	07:31:56	991.444	          0.124		       513	       201	      	  8	25	D5	26	D0	26	52	26	85	%’&–&R&Ö	
        2733	    	07:31:56	991.560	          0.116		       513	       201	      	  8	28	66	27	E7	AD	E1	28	86	(f'Á≠·(Ü	
        2734	    	07:31:56	991.676	          0.116		       513	       201	      	  8	26	FA	2A	5E	28	96	27	AB	&˙*^(ñ'´	
        2735	    	07:31:56	991.793	          0.117		       513	       201	      	  8	27	BF	25	81	25	2B	26	02	'ø%Å%+&_	
        2736	    	07:31:56	991.907	          0.114		       513	       201	      	  8	27	73	30	C1	B2	BD	26	C5	's0¡≤Ω&≈	
        2737	    	07:31:56	992.047	          0.140		       513	       201	      	  8	26	EA	28	FD	29	BF	27	D7	&Í(˝)ø'◊	
        2738	    	07:31:56	992.163	          0.116		       513	       201	      	  8	27	A8	25	5A	24	43	28	73	'®%Z$C(s	
        2739	    	07:31:56	992.277	          0.114		       513	       201	      	  8	27	A3	26	D9	AE	88	28	92	'£&ŸÆà(í	
        2740	    	07:31:56	992.393	          0.116		       513	       201	      	  8	27	5D	2A	B9	29	00	28	27	']*π)_('	
        2741	    	07:31:56	992.508	          0.115		       513	       201	      	  8	28	37	26	CB	26	2C	26	08	(7&À&,&_	
        2742	    	07:31:56	992.648	          0.140		       513	       201	      	  8	27	72	2F	F5	B2	9F	26	FC	'r/ı≤ü&¸	
        2743	    	07:31:56	992.764	          0.116		       513	       201	      	  8	26	2A	28	E6	26	F2	27	D7	&*(Ê&Ú'◊	
        2744	    	07:31:56	992.877	          0.113		       513	       201	      	  8	27	A2	25	5E	25	C9	28	87	'¢%^%…(á	
        2745	    	07:31:56	992.994	          0.117		       513	       201	      	  8	24	2C	27	5A	B2	9C	26	2C	$,'Z≤ú&,	
        2746	    	07:31:56	993.104	          0.110		       513	       201	      	  8	26	21	28	AA	27	33	27	44	&!(™'3'D	
        2747	    	07:31:56	993.245	          0.141		       513	       201	      	  8	27	9B	28	70	25	49	26	63	'õ(p%I&c	
        2748	    	07:31:56	993.364	          0.119		       513	       201	      	  8	27	DA	26	E2	B2	71	26	88	'⁄&‚≤q&à	
        2749	    	07:31:56	993.474	          0.110		       513	       201	      	  8	26	E2	29	42	29	E8	27	B1	&‚)B)Ë'±	
        2750	    	07:31:56	993.579	          0.105		      1025	       401	      	  7	27	65	28	92	28	6D	38	  	'e(í(m8 	
        2751	    	07:31:56	993.694	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
        2752	    	07:31:56	993.809	          0.115		       513	       201	      	  8	27	3B	B1	82	25	42	25	DC	';±Ç%B%‹	
        2753	    	07:31:56	993.944	          0.135		       513	       201	      	  8	28	AB	29	CD	27	52	27	97	(´)Õ'R'ó	
        2754	    	07:31:56	994.059	          0.115		       513	       201	      	  8	28	E2	28	0D	26	4C	27	70	(‚(_&L'p	
        2755	    	07:31:56	994.132	          0.073		      1025	       401	      	  3	29	99	CC	  	  	  	  	  	)ôÃ     	
        2756	    	07:31:57	040.839	         46.707		       257	       101	      	  8	43	BC	00	00	B3	0B	28	86	Cº__≥_(Ü	
        2757	    	07:31:57	040.971	          0.132		       513	       201	      	  8	28	09	27	60	27	63	29	0B	(_'`'c)_	
        2758	    	07:31:57	041.087	          0.116		       513	       201	      	  8	26	16	27	04	26	C0	26	D5	&_'_&¿&’	
        2759	    	07:31:57	041.203	          0.116		       513	       201	      	  8	28	56	28	6F	B2	F9	27	80	(V(o≤˘'Ä	
        2760	    	07:31:57	041.318	          0.115		       513	       201	      	  8	27	2D	26	B8	26	B8	28	EE	'-&∏&∏(Ó	
        2761	    	07:31:57	041.445	          0.127		       513	       201	      	  8	25	D5	26	D0	26	51	26	84	%’&–&Q&Ñ	
        2762	    	07:31:57	041.559	          0.114		       513	       201	      	  8	28	66	27	E8	AD	E3	28	86	(f'Ë≠„(Ü	
        2763	    	07:31:57	041.674	          0.115		       513	       201	      	  8	26	F8	2A	5E	28	96	27	AB	&¯*^(ñ'´	
        2764	    	07:31:57	041.792	          0.118		       513	       201	      	  8	27	C1	25	81	25	2B	26	01	'¡%Å%+&_	
        2765	    	07:31:57	041.909	          0.117		       513	       201	      	  8	27	74	30	C3	B2	C0	26	D4	't0√≤¿&‘	
        2766	    	07:31:57	042.044	          0.135		       513	       201	      	  8	26	F3	28	F1	29	B4	27	D8	&Û(Ò)¥'ÿ	
        2767	    	07:31:57	042.158	          0.114		       513	       201	      	  8	27	A7	25	58	24	42	28	6E	'ß%X$B(n	
        2768	    	07:31:57	042.272	          0.114		       513	       201	      	  8	27	A4	26	DA	AE	88	28	94	'§&⁄Æà(î	
        2769	    	07:31:57	042.389	          0.117		       513	       201	      	  8	27	5D	2A	B9	29	00	28	28	']*π)_((	
        2770	    	07:31:57	042.504	          0.115		       513	       201	      	  8	28	37	26	CA	26	2E	26	0A	(7& &.&_	
        2771	    	07:31:57	042.644	          0.140		       513	       201	      	  8	27	73	2F	F5	B2	9C	26	FC	's/ı≤ú&¸	
        2772	    	07:31:57	042.760	          0.116		       513	       201	      	  8	26	28	28	EA	26	FE	27	E2	&((Í&˛'‚	
        2773	    	07:31:57	042.877	          0.117		       513	       201	      	  8	27	B0	25	68	25	CA	28	86	'∞%h% (Ü	
        2774	    	07:31:57	042.996	          0.119		       513	       201	      	  8	24	2A	27	5A	B2	9D	26	2C	$*'Z≤ù&,	
        2775	    	07:31:57	043.105	          0.109		       513	       201	      	  8	26	27	28	B4	27	3D	27	47	&'(¥'='G	
        2776	    	07:31:57	043.243	          0.138		       513	       201	      	  8	27	9D	28	71	25	49	26	62	'ù(q%I&b	
        2777	    	07:31:57	043.366	          0.123		       513	       201	      	  8	27	D8	26	E2	B2	70	26	88	'ÿ&‚≤p&à	
        2778	    	07:31:57	043.474	          0.108		       513	       201	      	  8	26	E2	29	42	29	E9	27	B0	&‚)B)È'∞	
