[--] ----------------------------------------------
[--] CANreal Save Frames Header (created)
[--] ----------------------------------------------
[F1] Source:                  	C:\Users\Pi\Desktop\CySkinDLL\CAN_packets.csplog
[F2] Split file series:       	CAN_packets.csplog
[F3] File serial number:      	n/a
[F4] Id-Description file:     	<none>
[F5] Header type:             	0
[F6] Header length:           	2093
[F7] File date:               	26.11.2016
[F8] File time:               	07:33:07
[S1] Hardware:                	1000
[S2] Driver:                  	2609
[S3] Firmware:                	1100
[S5] dll:                     	4808
[S6] Board:                   	CAN_USB2
[S7] status:                  	00000000
[S8] OS:                      	Windows 7 Service Pack 1 (6,1,7601,2,[Service Pack 1])
[S9] CANreal:                 	8.23
[SA] Features:                	0972 (2b Ts Lo St )
[SB] HW Time stamps:          	resolution 1.000 MHz <> 1000.000 nsec (OK)
[SC] Controller:              	LPC,60.0 MHz
[SD] Board serial:            	HI005033
[C1] Net number:              	0
[C2] Baud:                    	1000
[C3] 29-bit-Ids:              	1 - enabled
[T0] Start trigger:           	none
[T1] End   trigger:           	none
[C4] Id-Area:                 	0000-2047 ($000-$7FF)
[C6] Baud details:            	1000.00 kBit/s+0.00% Table-Index[0],TSEG[17/3],SJW[0],FLAGS[0 hex]
[--] ----------------------------------------------
[--] Frame_Number	Trigger	Absolute_Time	Msec	Relative_Time		CAN_Id_dec	CAN_Id_hex	Attributes	Length	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
[--]     Num	Trig	     Abs	Msec	            Rel		     IdDec	     IdHex	Attr	Len	d1	d2	d3	d4	d5	d6	d7	d8	Text    	
         450	    	07:31:53	042.596	          0.120		       513	       201	      	  8	28	37	26	C9	26	2E	26	07	(7&…&.&_	
         451	    	07:31:53	042.708	          0.112		       513	       201	      	  8	27	72	2F	F4	B2	9A	26	FD	'r/Ù≤ö&˝	
         452	    	07:31:53	042.834	          0.126		       513	       201	      	  8	26	2B	28	EA	26	FC	27	E2	&+(Í&¸'‚	
         453	    	07:31:53	042.949	          0.115		       513	       201	      	  8	27	AE	25	64	25	C8	28	87	'Æ%d%»(á	
         454	    	07:31:53	043.063	          0.114		       513	       201	      	  8	24	2B	27	57	B2	9E	26	2E	$+'W≤û&.	
         455	    	07:31:53	043.178	          0.115		       513	       201	      	  8	26	28	28	B3	27	3B	27	47	&((≥';'G	
         456	    	07:31:53	043.292	          0.114		       513	       201	      	  8	27	9D	28	70	25	49	26	62	'ù(p%I&b	
         457	    	07:31:53	043.435	          0.143		       513	       201	      	  8	27	D9	26	E0	B2	70	26	88	'Ÿ&‡≤p&à	
         458	    	07:31:53	043.549	          0.114		       513	       201	      	  8	26	E3	29	43	29	E9	27	B1	&„)C)È'±	
         459	    	07:31:53	043.654	          0.105		      1025	       401	      	  7	27	64	28	92	28	6D	94	  	'd(í(mî 	
         460	    	07:31:53	043.770	          0.116		       257	       101	      	  8	43	20	07	09	28	E0	27	B7	C___(‡'∑	
         461	    	07:31:53	043.885	          0.115		       513	       201	      	  8	27	3A	B1	81	25	45	25	DF	':±Å%E%ﬂ	
         462	    	07:31:53	043.998	          0.113		       513	       201	      	  8	28	AC	29	CD	27	61	27	A6	(¨)Õ'a'¶	
         463	    	07:31:53	044.134	          0.136		       513	       201	      	  8	28	F3	28	0E	26	4B	27	70	(Û(_&K'p	
         464	    	07:31:53	044.209	          0.075		      1025	       401	      	  3	29	9A	3B	  	  	  	  	  	)ö;     	
         465	    	07:31:53	090.928	         46.719		       257	       101	      	  8	43	BC	00	00	B3	0A	28	87	Cº__≥_(á	
         466	    	07:31:53	091.058	          0.130		       513	       201	      	  8	28	08	27	5F	27	63	29	0A	(_'_'c)_	
         467	    	07:31:53	091.173	          0.115		       513	       201	      	  8	26	16	27	04	26	BE	26	D4	&_'_&æ&‘	
         468	    	07:31:53	091.290	          0.117		       513	       201	      	  8	28	56	28	6E	B2	F9	27	80	(V(n≤˘'Ä	
         469	    	07:31:53	091.407	          0.117		       513	       201	      	  8	27	2D	26	B8	26	B8	28	ED	'-&∏&∏(Ì	
         470	    	07:31:53	091.530	          0.123		       513	       201	      	  8	25	D4	26	CF	26	51	26	84	%‘&œ&Q&Ñ	
         471	    	07:31:53	091.646	          0.116		       513	       201	      	  8	28	66	27	E7	AD	E3	28	86	(f'Á≠„(Ü	
         472	    	07:31:53	091.760	          0.114		       513	       201	      	  8	26	F5	2A	5E	28	96	27	AB	&ı*^(ñ'´	
         473	    	07:31:53	091.878	          0.118		       513	       201	      	  8	27	C1	25	7F	25	2B	25	FE	'¡%%+%˛	
         474	    	07:31:53	091.991	          0.113		       513	       201	      	  8	27	74	30	C3	B2	C2	26	C5	't0√≤¬&≈	
         475	    	07:31:53	092.134	          0.143		       513	       201	      	  8	26	DE	29	03	29	C1	27	DD	&ﬁ)_)¡'›	
         476	    	07:31:53	092.248	          0.114		       513	       201	      	  8	27	A7	25	59	24	42	28	6B	'ß%Y$B(k	
         477	    	07:31:53	092.362	          0.114		       513	       201	      	  8	27	A5	26	D8	AE	88	28	91	'•&ÿÆà(ë	
         478	    	07:31:53	092.478	          0.116		       513	       201	      	  8	27	5D	2A	BA	28	FF	28	27	']*∫(ˇ('	
         479	    	07:31:53	092.597	          0.119		       513	       201	      	  8	28	37	26	CA	26	2D	26	07	(7& &-&_	
         480	    	07:31:53	092.733	          0.136		       513	       201	      	  8	27	72	2F	F3	B2	9B	26	FD	'r/Û≤õ&˝	
         481	    	07:31:53	092.847	          0.114		       513	       201	      	  8	26	29	28	E7	26	F1	27	DB	&)(Á&Ò'€	
         482	    	07:31:53	092.963	          0.116		       513	       201	      	  8	27	AE	25	66	25	CA	28	87	'Æ%f% (á	
         483	    	07:31:53	093.076	          0.113		       513	       201	      	  8	24	2B	27	59	B2	9D	26	34	$+'Y≤ù&4	
         484	    	07:31:53	093.189	          0.113		       513	       201	      	  8	26	2E	28	B2	27	34	27	45	&.(≤'4'E	
         485	    	07:31:53	093.302	          0.113		       513	       201	      	  8	27	9D	28	71	25	4B	26	63	'ù(q%K&c	
         486	    	07:31:53	093.432	          0.130		       513	       201	      	  8	27	D9	26	E1	B2	71	26	88	'Ÿ&·≤q&à	
         487	    	07:31:53	093.546	          0.114		       513	       201	      	  8	26	E2	29	42	29	E8	27	B1	&‚)B)Ë'±	
         488	    	07:31:53	093.651	          0.105		      1025	       401	      	  7	27	64	28	92	28	6C	06	  	'd(í(l_ 	
         489	    	07:31:53	093.767	          0.116		       257	       101	      	  8	43	20	07	09	28	E1	27	B8	C___(·'∏	
         490	    	07:31:53	093.882	          0.115		       513	       201	      	  8	27	3B	B1	83	25	41	25	DD	';±É%A%›	
         491	    	07:31:53	093.996	          0.114		       513	       201	      	  8	28	AB	29	CD	27	60	27	A8	(´)Õ'`'®	
         492	    	07:31:53	094.132	          0.136		       513	       201	      	  8	28	E2	28	06	26	4B	27	6B	(‚(_&K'k	
         493	    	07:31:53	094.205	          0.073		      1025	       401	      	  3	29	9B	37	  	  	  	  	  	)õ7     	
         494	    	07:31:53	140.929	         46.724		       257	       101	      	  8	43	BC	00	00	B3	0B	28	89	Cº__≥_(â	
         495	    	07:31:53	141.057	          0.128		       513	       201	      	  8	28	08	27	5F	27	63	29	0B	(_'_'c)_	
         496	    	07:31:53	141.171	          0.114		       513	       201	      	  8	26	16	27	05	26	BD	26	D4	&_'_&Ω&‘	
         497	    	07:31:53	141.287	          0.116		       513	       201	      	  8	28	56	28	6E	B2	FA	27	7F	(V(n≤˙'	
         498	    	07:31:53	141.400	          0.113		       513	       201	      	  8	27	2D	26	B7	26	B7	28	ED	'-&∑&∑(Ì	
         499	    	07:31:53	141.529	          0.129		       513	       201	      	  8	25	D4	26	CF	26	51	26	84	%‘&œ&Q&Ñ	
         500	    	07:31:53	141.643	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E4	28	86	(f'Á≠‰(Ü	
         501	    	07:31:53	141.758	          0.115		       513	       201	      	  8	26	FB	2A	5E	28	96	27	AB	&˚*^(ñ'´	
         502	    	07:31:53	141.876	          0.118		       513	       201	      	  8	27	C0	25	80	25	2C	26	01	'¿%Ä%,&_	
         503	    	07:31:53	141.990	          0.114		       513	       201	      	  8	27	74	30	C2	B2	C0	26	D1	't0¬≤¿&—	
         504	    	07:31:53	142.131	          0.141		       513	       201	      	  8	26	E3	28	EC	29	C0	27	DD	&„(Ï)¿'›	
         505	    	07:31:53	142.247	          0.116		       513	       201	      	  8	27	A8	25	5B	24	43	28	6B	'®%[$C(k	
         506	    	07:31:53	142.361	          0.114		       513	       201	      	  8	27	A2	26	D7	AE	88	28	93	'¢&◊Æà(ì	
         507	    	07:31:53	142.513	          0.152		       513	       201	      	  8	27	5D	2A	BA	29	00	28	27	']*∫)_('	
         508	    	07:31:53	142.609	          0.096		       513	       201	      	  8	28	37	26	C9	26	2D	26	06	(7&…&-&_	
         509	    	07:31:53	142.731	          0.122		       513	       201	      	  8	27	72	2F	F1	B2	9D	26	FD	'r/Ò≤ù&˝	
         510	    	07:31:53	142.849	          0.118		       513	       201	      	  8	26	2A	28	E9	26	F6	27	DF	&*(È&ˆ'ﬂ	
         511	    	07:31:53	142.960	          0.111		       513	       201	      	  8	27	B1	25	6A	25	CD	28	88	'±%j%Õ(à	
         512	    	07:31:53	143.074	          0.114		       513	       201	      	  8	24	2C	27	5A	B2	9D	26	31	$,'Z≤ù&1	
         513	    	07:31:53	143.188	          0.114		       513	       201	      	  8	26	2C	28	B4	27	3B	27	47	&,(¥';'G	
         514	    	07:31:53	143.302	          0.114		       513	       201	      	  8	27	9E	28	71	25	4B	26	65	'û(q%K&e	
         515	    	07:31:53	143.430	          0.128		       513	       201	      	  8	27	DB	26	E1	B2	71	26	88	'€&·≤q&à	
         516	    	07:31:53	143.544	          0.114		       513	       201	      	  8	26	E3	29	43	29	E8	27	B0	&„)C)Ë'∞	
         517	    	07:31:53	143.650	          0.106		      1025	       401	      	  7	27	65	28	91	28	6D	1F	  	'e(ë(m_ 	
         518	    	07:31:53	143.765	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         519	    	07:31:53	143.892	          0.127		       513	       201	      	  8	27	3B	B1	84	25	44	25	DE	';±Ñ%D%ﬁ	
         520	    	07:31:53	143.996	          0.104		       513	       201	      	  8	28	A8	29	B9	27	5E	27	A8	(®)π'^'®	
         521	    	07:31:53	144.131	          0.135		       513	       201	      	  8	28	ED	28	0E	26	4B	27	6E	(Ì(_&K'n	
         522	    	07:31:53	144.204	          0.073		      1025	       401	      	  3	29	99	B7	  	  	  	  	  	)ô∑     	
         523	    	07:31:53	190.930	         46.726		       257	       101	      	  8	43	BC	00	00	B3	0C	28	86	Cº__≥_(Ü	
         524	    	07:31:53	191.057	          0.127		       513	       201	      	  8	28	08	27	5F	27	63	29	0B	(_'_'c)_	
         525	    	07:31:53	191.172	          0.115		       513	       201	      	  8	26	15	27	03	26	BF	26	D4	&_'_&ø&‘	
         526	    	07:31:53	191.288	          0.116		       513	       201	      	  8	28	56	28	6E	B2	F9	27	7F	(V(n≤˘'	
         527	    	07:31:53	191.403	          0.115		       513	       201	      	  8	27	2C	26	B7	26	B8	28	ED	',&∑&∏(Ì	
         528	    	07:31:53	191.529	          0.126		       513	       201	      	  8	25	D5	26	D0	26	52	26	84	%’&–&R&Ñ	
         529	    	07:31:53	191.646	          0.117		       513	       201	      	  8	28	66	27	E7	AD	DF	28	86	(f'Á≠ﬂ(Ü	
         530	    	07:31:53	191.762	          0.116		       513	       201	      	  8	26	F8	2A	5F	28	95	27	AA	&¯*_(ï'™	
         531	    	07:31:53	191.879	          0.117		       513	       201	      	  8	27	C0	25	7F	25	2C	25	FF	'¿%%,%ˇ	
         532	    	07:31:53	191.994	          0.115		       513	       201	      	  8	27	74	30	C1	B2	C0	26	C4	't0¡≤¿&ƒ	
         533	    	07:31:53	192.131	          0.137		       513	       201	      	  8	26	EF	29	03	29	BE	27	D7	&Ô)_)æ'◊	
         534	    	07:31:53	192.245	          0.114		       513	       201	      	  8	27	A7	25	5C	24	43	28	6F	'ß%\$C(o	
         535	    	07:31:53	192.358	          0.113		       513	       201	      	  8	27	A3	26	D6	AE	8B	28	93	'£&÷Æã(ì	
         536	    	07:31:53	192.476	          0.118		       513	       201	      	  8	27	5D	2A	BA	28	FF	28	27	']*∫(ˇ('	
         537	    	07:31:53	192.591	          0.115		       513	       201	      	  8	28	37	26	C8	26	2D	26	09	(7&»&-&_	
         538	    	07:31:53	192.730	          0.139		       513	       201	      	  8	27	71	2F	F5	B2	9C	26	FD	'q/ı≤ú&˝	
         539	    	07:31:53	192.851	          0.121		       513	       201	      	  8	26	2B	28	EB	26	FA	27	DE	&+(Î&˙'ﬁ	
         540	    	07:31:53	192.959	          0.108		       513	       201	      	  8	27	B0	25	6C	25	CB	28	87	'∞%l%À(á	
         541	    	07:31:53	193.073	          0.114		       513	       201	      	  8	24	2A	27	59	B2	9D	26	35	$*'Y≤ù&5	
         542	    	07:31:53	193.188	          0.115		       513	       201	      	  8	26	2D	28	B6	27	3D	27	47	&-(∂'='G	
         543	    	07:31:53	193.301	          0.113		       513	       201	      	  8	27	9D	28	72	25	4A	26	63	'ù(r%J&c	
         544	    	07:31:53	193.432	          0.131		       513	       201	      	  8	27	D8	26	E1	B2	70	26	87	'ÿ&·≤p&á	
         545	    	07:31:53	193.548	          0.116		       513	       201	      	  8	26	E3	29	42	29	E8	27	B1	&„)B)Ë'±	
         546	    	07:31:53	193.652	          0.104		      1025	       401	      	  7	27	64	28	93	28	6E	14	  	'd(ì(n_ 	
         547	    	07:31:53	193.767	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         548	    	07:31:53	193.885	          0.118		       513	       201	      	  8	27	3B	B1	82	25	41	25	E2	';±Ç%A%‚	
         549	    	07:31:53	193.998	          0.113		       513	       201	      	  8	28	AA	29	CD	27	4C	27	90	(™)Õ'L'ê	
         550	    	07:31:53	194.131	          0.133		       513	       201	      	  8	28	E0	28	08	26	4A	27	6A	(‡(_&J'j	
         551	    	07:31:53	194.204	          0.073		      1025	       401	      	  3	29	9B	C3	  	  	  	  	  	)õ√     	
         552	    	07:31:53	240.925	         46.721		       257	       101	      	  8	43	BC	00	00	B3	0B	28	8A	Cº__≥_(ä	
         553	    	07:31:53	241.056	          0.131		       513	       201	      	  8	28	08	27	5F	27	63	29	0B	(_'_'c)_	
         554	    	07:31:53	241.171	          0.115		       513	       201	      	  8	26	16	27	04	26	BF	26	D5	&_'_&ø&’	
         555	    	07:31:53	241.286	          0.115		       513	       201	      	  8	28	57	28	6D	B2	F9	27	80	(W(m≤˘'Ä	
         556	    	07:31:53	241.401	          0.115		       513	       201	      	  8	27	2D	26	B7	26	B8	28	ED	'-&∑&∏(Ì	
         557	    	07:31:53	241.528	          0.127		       513	       201	      	  8	25	D5	26	D0	26	51	26	84	%’&–&Q&Ñ	
         558	    	07:31:53	241.642	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E2	28	86	(f'Á≠‚(Ü	
         559	    	07:31:53	241.757	          0.115		       513	       201	      	  8	26	F9	2A	5E	28	96	27	AB	&˘*^(ñ'´	
         560	    	07:31:53	241.875	          0.118		       513	       201	      	  8	27	BF	25	80	25	2B	26	00	'ø%Ä%+&_	
         561	    	07:31:53	241.990	          0.115		       513	       201	      	  8	27	74	30	C1	B2	BB	26	CE	't0¡≤ª&Œ	
         562	    	07:31:53	242.129	          0.139		       513	       201	      	  8	26	F2	28	EE	29	BD	27	D6	&Ú(Ó)Ω'÷	
         563	    	07:31:53	242.242	          0.113		       513	       201	      	  8	27	A5	25	5B	24	42	28	72	'•%[$B(r	
         564	    	07:31:53	242.356	          0.114		       513	       201	      	  8	27	A2	26	DA	AE	88	28	92	'¢&⁄Æà(í	
         565	    	07:31:53	242.478	          0.122		       513	       201	      	  8	27	5C	2A	B9	29	00	28	27	'\*π)_('	
         566	    	07:31:53	242.590	          0.112		       513	       201	      	  8	28	37	26	C8	26	2E	26	04	(7&»&.&_	
         567	    	07:31:53	242.705	          0.115		       513	       201	      	  8	27	72	2F	F5	B2	9A	26	FC	'r/ı≤ö&¸	
         568	    	07:31:53	242.830	          0.125		       513	       201	      	  8	26	2A	28	E6	26	F4	27	DD	&*(Ê&Ù'›	
         569	    	07:31:53	242.943	          0.113		       513	       201	      	  8	27	A9	25	69	25	CC	28	88	'©%i%Ã(à	
         570	    	07:31:53	243.057	          0.114		       513	       201	      	  8	24	2E	27	5B	B2	9D	26	2C	$.'[≤ù&,	
         571	    	07:31:53	243.172	          0.115		       513	       201	      	  8	26	22	28	AB	27	34	27	45	&"(´'4'E	
         572	    	07:31:53	243.285	          0.113		       513	       201	      	  8	27	9C	28	72	25	4B	26	65	'ú(r%K&e	
         573	    	07:31:53	243.400	          0.115		       513	       201	      	  8	27	DB	26	E3	B2	6E	26	88	'€&„≤n&à	
         574	    	07:31:53	243.527	          0.127		       513	       201	      	  8	26	E3	29	43	29	E9	27	B1	&„)C)È'±	
         575	    	07:31:53	243.633	          0.106		      1025	       401	      	  7	27	65	28	92	28	6D	FC	  	'e(í(m¸ 	
         576	    	07:31:53	243.804	          0.171		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         577	    	07:31:53	243.865	          0.061		       513	       201	      	  8	27	3B	B1	81	25	42	25	DF	';±Å%B%ﬂ	
         578	    	07:31:53	243.978	          0.113		       513	       201	      	  8	28	AB	29	B9	27	52	27	90	(´)π'R'ê	
         579	    	07:31:53	244.094	          0.116		       513	       201	      	  8	28	F3	28	0D	26	4E	27	6F	(Û(_&N'o	
         580	    	07:31:53	244.182	          0.088		      1025	       401	      	  3	29	9A	0E	  	  	  	  	  	)ö_     	
         581	    	07:31:53	290.922	         46.740		       257	       101	      	  8	43	BC	00	00	B3	0C	28	8A	Cº__≥_(ä	
         582	    	07:31:53	291.053	          0.131		       513	       201	      	  8	28	07	27	60	27	63	29	0B	(_'`'c)_	
         583	    	07:31:53	291.168	          0.115		       513	       201	      	  8	26	15	27	03	26	BF	26	D4	&_'_&ø&‘	
         584	    	07:31:53	291.287	          0.119		       513	       201	      	  8	28	56	28	6E	B2	F8	27	7F	(V(n≤¯'	
         585	    	07:31:53	291.402	          0.115		       513	       201	      	  8	27	2D	26	B7	26	B8	28	ED	'-&∑&∏(Ì	
         586	    	07:31:53	291.526	          0.124		       513	       201	      	  8	25	D4	26	CF	26	51	26	84	%‘&œ&Q&Ñ	
         587	    	07:31:53	291.640	          0.114		       513	       201	      	  8	28	66	27	E8	AD	E3	28	87	(f'Ë≠„(á	
         588	    	07:31:53	291.755	          0.115		       513	       201	      	  8	26	F9	2A	5E	28	96	27	AB	&˘*^(ñ'´	
         589	    	07:31:53	291.871	          0.116		       513	       201	      	  8	27	BF	25	80	25	2B	26	03	'ø%Ä%+&_	
         590	    	07:31:53	291.986	          0.115		       513	       201	      	  8	27	74	30	C0	B2	C0	26	C5	't0¿≤¿&≈	
         591	    	07:31:53	292.105	          0.119		       513	       201	      	  8	26	F2	29	01	29	C2	27	D8	&Ú)_)¬'ÿ	
         592	    	07:31:53	292.230	          0.125		       513	       201	      	  8	27	A9	25	5D	24	44	28	72	'©%]$D(r	
         593	    	07:31:53	292.341	          0.111		       513	       201	      	  8	27	A7	26	DC	AE	89	28	93	'ß&‹Æâ(ì	
         594	    	07:31:53	292.457	          0.116		       513	       201	      	  8	27	5D	2A	B9	29	00	28	27	']*π)_('	
         595	    	07:31:53	292.573	          0.116		       513	       201	      	  8	28	37	26	CB	26	29	26	0A	(7&À&)&_	
         596	    	07:31:53	292.688	          0.115		       513	       201	      	  8	27	72	2F	F3	B2	9B	26	FC	'r/Û≤õ&¸	
         597	    	07:31:53	292.826	          0.138		       513	       201	      	  8	26	2A	28	EA	26	F6	27	D8	&*(Í&ˆ'ÿ	
         598	    	07:31:53	292.939	          0.113		       513	       201	      	  8	27	A9	25	67	25	CB	28	88	'©%g%À(à	
         599	    	07:31:53	293.053	          0.114		       513	       201	      	  8	24	2C	27	5A	B2	9E	26	32	$,'Z≤û&2	
         600	    	07:31:53	293.166	          0.113		       513	       201	      	  8	26	2C	28	B7	27	3A	27	45	&,(∑':'E	
         601	    	07:31:53	293.279	          0.113		       513	       201	      	  8	27	9C	28	71	25	4B	26	65	'ú(q%K&e	
         602	    	07:31:53	293.394	          0.115		       513	       201	      	  8	27	DB	26	E2	B2	71	26	88	'€&‚≤q&à	
         603	    	07:31:53	293.527	          0.133		       513	       201	      	  8	26	E2	29	42	29	E8	27	B0	&‚)B)Ë'∞	
         604	    	07:31:53	293.631	          0.104		      1025	       401	      	  7	27	65	28	92	28	6D	6D	  	'e(í(mm 	
         605	    	07:31:53	293.747	          0.116		       257	       101	      	  8	43	20	07	09	28	E0	27	B7	C___(‡'∑	
         606	    	07:31:53	293.862	          0.115		       513	       201	      	  8	27	3B	B1	7F	25	41	25	E1	';±%A%·	
         607	    	07:31:53	293.980	          0.118		       513	       201	      	  8	28	AA	29	CD	27	63	27	A8	(™)Õ'c'®	
         608	    	07:31:53	294.095	          0.115		       513	       201	      	  8	28	F3	28	0E	26	4C	27	70	(Û(_&L'p	
         609	    	07:31:53	294.180	          0.085		      1025	       401	      	  3	29	9C	F6	  	  	  	  	  	)úˆ     	
         610	    	07:31:53	340.921	         46.741		       257	       101	      	  8	43	BC	00	00	B3	0A	28	89	Cº__≥_(â	
         611	    	07:31:53	341.051	          0.130		       513	       201	      	  8	28	07	27	60	27	63	29	0A	(_'`'c)_	
         612	    	07:31:53	341.166	          0.115		       513	       201	      	  8	26	16	27	04	26	BF	26	D5	&_'_&ø&’	
         613	    	07:31:53	341.281	          0.115		       513	       201	      	  8	28	56	28	6E	B2	F7	27	7F	(V(n≤˜'	
         614	    	07:31:53	341.396	          0.115		       513	       201	      	  8	27	2C	26	B7	26	B8	28	ED	',&∑&∏(Ì	
         615	    	07:31:53	341.526	          0.130		       513	       201	      	  8	25	D5	26	CF	26	51	26	84	%’&œ&Q&Ñ	
         616	    	07:31:53	341.643	          0.117		       513	       201	      	  8	28	66	27	E7	AD	E0	28	87	(f'Á≠‡(á	
         617	    	07:31:53	341.758	          0.115		       513	       201	      	  8	26	F9	2A	5E	28	96	27	AB	&˘*^(ñ'´	
         618	    	07:31:53	341.875	          0.117		       513	       201	      	  8	27	BF	25	80	25	2B	26	02	'ø%Ä%+&_	
         619	    	07:31:53	341.989	          0.114		       513	       201	      	  8	27	74	30	C2	B2	BD	26	D3	't0¬≤Ω&”	
         620	    	07:31:53	342.126	          0.137		       513	       201	      	  8	26	DD	28	EF	29	B5	27	D8	&›(Ô)µ'ÿ	
         621	    	07:31:53	342.240	          0.114		       513	       201	      	  8	27	A6	25	5C	24	44	28	72	'¶%\$D(r	
         622	    	07:31:53	342.356	          0.116		       513	       201	      	  8	27	A7	26	D9	AE	8A	28	93	'ß&ŸÆä(ì	
         623	    	07:31:53	342.471	          0.115		       513	       201	      	  8	27	5D	2A	B7	29	00	28	27	']*∑)_('	
         624	    	07:31:53	342.587	          0.116		       513	       201	      	  8	28	37	26	CA	26	2C	26	09	(7& &,&_	
         625	    	07:31:53	342.702	          0.115		       513	       201	      	  8	27	73	2F	F1	B2	9C	26	FC	's/Ò≤ú&¸	
         626	    	07:31:53	342.827	          0.125		       513	       201	      	  8	26	2B	28	EA	26	FC	27	E1	&+(Í&¸'·	
         627	    	07:31:53	342.942	          0.115		       513	       201	      	  8	27	AA	25	60	25	C7	28	86	'™%`%«(Ü	
         628	    	07:31:53	343.055	          0.113		       513	       201	      	  8	24	2B	27	5A	B2	9D	26	31	$+'Z≤ù&1	
         629	    	07:31:53	343.168	          0.113		       513	       201	      	  8	26	2C	28	B6	27	3D	27	48	&,(∂'='H	
         630	    	07:31:53	343.282	          0.114		       513	       201	      	  8	27	9D	28	70	25	49	26	62	'ù(p%I&b	
         631	    	07:31:53	343.399	          0.117		       513	       201	      	  8	27	D9	26	E1	B2	70	26	88	'Ÿ&·≤p&à	
         632	    	07:31:53	343.525	          0.126		       513	       201	      	  8	26	E2	29	43	29	E9	27	B1	&‚)C)È'±	
         633	    	07:31:53	343.631	          0.106		      1025	       401	      	  7	27	65	28	91	28	6D	FD	  	'e(ë(m˝ 	
         634	    	07:31:53	343.746	          0.115		       257	       101	      	  8	43	20	07	09	28	E0	27	B8	C___(‡'∏	
         635	    	07:31:53	343.861	          0.115		       513	       201	      	  8	27	3B	B1	83	25	44	25	DF	';±É%D%ﬂ	
         636	    	07:31:53	343.982	          0.121		       513	       201	      	  8	28	A6	29	C1	27	52	27	91	(¶)¡'R'ë	
         637	    	07:31:53	344.091	          0.109		       513	       201	      	  8	28	EE	28	0E	26	4D	27	71	(Ó(_&M'q	
         638	    	07:31:53	344.177	          0.086		      1025	       401	      	  3	29	9A	B7	  	  	  	  	  	)ö∑     	
         639	    	07:31:53	390.922	         46.745		       257	       101	      	  8	43	BC	00	00	B3	0B	28	87	Cº__≥_(á	
         640	    	07:31:53	391.051	          0.129		       513	       201	      	  8	28	08	27	5F	27	63	29	0B	(_'_'c)_	
         641	    	07:31:53	391.166	          0.115		       513	       201	      	  8	26	15	27	05	26	BF	26	D5	&_'_&ø&’	
         642	    	07:31:53	391.283	          0.117		       513	       201	      	  8	28	56	28	6C	B2	F8	27	7F	(V(l≤¯'	
         643	    	07:31:53	391.398	          0.115		       513	       201	      	  8	27	2D	26	B7	26	B8	28	ED	'-&∑&∏(Ì	
         644	    	07:31:53	391.524	          0.126		       513	       201	      	  8	25	D5	26	D0	26	52	26	84	%’&–&R&Ñ	
         645	    	07:31:53	391.638	          0.114		       513	       201	      	  8	28	66	27	E7	AD	E2	28	86	(f'Á≠‚(Ü	
         646	    	07:31:53	391.753	          0.115		       513	       201	      	  8	26	F9	2A	5E	28	96	27	AB	&˘*^(ñ'´	
         647	    	07:31:53	391.871	          0.118		       513	       201	      	  8	27	C0	25	81	25	2C	26	03	'¿%Å%,&_	
         648	    	07:31:53	391.986	          0.115		       513	       201	      	  8	27	73	30	C1	B2	BD	26	D2	's0¡≤Ω&“	
         649	    	07:31:53	392.126	          0.140		       513	       201	      	  8	26	E3	28	EC	29	B9	27	DD	&„(Ï)π'›	
         650	    	07:31:53	392.240	          0.114		       513	       201	      	  8	27	AB	25	58	24	44	28	72	'´%X$D(r	
         651	    	07:31:53	392.358	          0.118		       513	       201	      	  8	27	A7	26	DC	AE	89	28	93	'ß&‹Æâ(ì	
         652	    	07:31:53	392.470	          0.112		       513	       201	      	  8	27	5C	2A	B8	29	00	28	27	'\*∏)_('	
         653	    	07:31:53	392.585	          0.115		       513	       201	      	  8	28	37	26	CB	26	2B	26	06	(7&À&+&_	
         654	    	07:31:53	392.733	          0.148		       513	       201	      	  8	27	72	2F	F2	B2	9D	26	FD	'r/Ú≤ù&˝	
         655	    	07:31:53	392.843	          0.110		       513	       201	      	  8	26	2A	28	EA	26	FB	27	E0	&*(Í&˚'‡	
         656	    	07:31:53	392.956	          0.113		       513	       201	      	  8	27	AD	25	64	25	CA	28	86	'≠%d% (Ü	
         657	    	07:31:53	393.070	          0.114		       513	       201	      	  8	24	2B	27	59	B2	9D	26	30	$+'Y≤ù&0	
         658	    	07:31:53	393.183	          0.113		       513	       201	      	  8	26	29	28	B4	27	3C	27	47	&)(¥'<'G	
         659	    	07:31:53	393.325	          0.142		       513	       201	      	  8	27	9D	28	71	25	4A	26	63	'ù(q%J&c	
         660	    	07:31:53	393.439	          0.114		       513	       201	      	  8	27	D9	26	E2	B2	71	26	87	'Ÿ&‚≤q&á	
         661	    	07:31:53	393.555	          0.116		       513	       201	      	  8	26	E2	29	43	29	E8	27	B0	&‚)C)Ë'∞	
